,Unnamed: 0,Rating,Review title,Review,cleaned,lemmatized,polarity,review_len,avg_word_len,pie_bins,pie_quantile_bins,Rating satisfaction,Polarity satisfaction,Match,3608,,,
1870,1870,5,Excellent,Nam hi kafi hai,Nam hi kafi hai,Nam hi kafi hai,0,15,3,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
1871,1871,5,Durable,"Flexible and easy to handle,",Flexible and easy to handle ,flexible easy handle,0.433333333,20,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
1872,1872,1,Very low quality product not useable,Very low quality product not useful,Very low quality product not useful,low quality product useful,0.15,26,5.75,"(3.4, 5.8]","(5.5, 6.0]",0,1,FALSE,,,,
1873,1873,5,More than expected,Excellent quality product,Excellent quality product,excellent quality product,1,25,7.666666667,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1874,1874,4,Good👌,It is a very nice bag..lot of space is there and is good for travelling bt only negativity is that it is not water proof,It is a very nice bag lot of space is there and is good for travelling bt only negativity is that it is not water proof,nice bag lot space good travel bt negativity water proof,0.65,56,4.7,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1875,1875,2,Ok but not original product,Ok but not original product..No waterproof..,Ok but not original product No waterproof ,ok original product waterproof,0.4375,30,6.75,"(5.8, 8.2]","(6.0, 13.0]",0,1,FALSE,,,,
1876,1876,5,Happy,Great product by Amazon...,Great product by Amazon ,great product Amazon,0.8,20,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
1877,1877,4,Awesome,I like the productColour and material,I like the productColour and material,like productcolour material,0,27,8.333333333,"(8.2, 10.6]","(6.0, 13.0]",1,1,TRUE,,,,
1878,1878,5,American tourister,Nice bagTrully satisfiedWorth itGo for buying it,Nice bagTrully satisfiedWorth itGo for buying it,nice bagtrully satisfiedworth itgo buy,0.6,38,6.8,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1879,1879,1,Worst Product,This is worst Product of American tourister... Its been just 4 to5 months the Bag Got damaged badly... M totally disappointed..,This is worst Product of American tourister Its been just months the Bag Got damaged badly M totally disappointed ,bad product american tourister month Bag Got damage badly M totally disappoint,-0.233333333,78,5.583333333,"(3.4, 5.8]","(5.5, 6.0]",0,0,TRUE,,,,
1880,1880,3,Gud product,Gud product,Gud product,Gud product,0,11,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1881,1881,4,Good product,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1882,1882,2,Good,It does not having waterproof it is good for traveling  and light weight,It does not having waterproof it is good for traveling and light weight,have waterproof good travel light weight,0.55,40,5.833333333,"(5.8, 8.2]","(5.5, 6.0]",0,1,FALSE,,,,
1883,1883,5,Good product,Value for money,Value for money,value money,0,11,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1884,1884,4,Spacious,Spacious and good quality,Spacious and good quality,spacious good quality,0.7,21,6.333333333,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1885,1885,1,Poor quality just thin canvas,Just the thin canvas very poor quality it is not look like original Americans tourister,Just the thin canvas very poor quality it is not look like original Americans tourister,thin canvas poor quality look like original Americans tourister,-0.141666667,63,6.111111111,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
1886,1886,2,Simply try another product!,Low quality!! Just waste of money!,Low quality Just waste of money ,low quality waste money,-0.1,23,5,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
1887,1887,1,Worst product,Worst productJust used 10! timesIt is teared from different sides,Worst productJust used timesIt is teared from different sides,bad productjust timesit tear different side,-0.35,43,6.333333333,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
1888,1888,1,So bad 👎 quality product if you don't buy this bag,I will so disappear...,I will so disappear ,disappear,0,9,9,"(8.2, 10.6]","(6.0, 13.0]",0,1,FALSE,,,,
1889,1889,5,Highly recommend 👍👍👍,Highly recommend👍👍👍,Highly recommend👍👍👍,highly recommend 👍 👍 👍,0.16,22,3.6,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1890,1890,1,Bad,Very bad and expensive,Very bad and expensive,bad expensive,-0.6,13,6,"(5.8, 8.2]","(5.5, 6.0]",0,0,TRUE,,,,
1891,1891,5,5star,"Awsm... Product,best bag in this price with fully satisfied Its Quality.",Awsm Product best bag in this price with fully satisfied Its Quality ,Awsm Product good bag price fully satisfied quality,0.6,51,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1892,1892,5,Nice,Awesome,Awesome,awesome,1,7,7,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1893,1893,3,Good👍,Accept,Accept,accept,0,6,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
1894,1894,2,Not good product.,Quality like local bags...Waste for 💰...,Quality like local bags Waste for 💰 ,quality like local bag Waste 💰,-0.1,30,4.166666667,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
1895,1895,1,Waste,I think this is not an Original Brand. Waste for money.,I think this is not an Original Brand Waste for money ,think original Brand Waste money,0.0875,32,5.6,"(3.4, 5.8]","(5.5, 6.0]",0,1,FALSE,,,,
1896,1896,1,घटिया,जैसा बताया वैसा है नही,जैसा बताया वैसा है नही,जैसा बताया वैसा है नही,0,22,3.6,"(3.4, 5.8]","(0.999, 4.0]",0,1,FALSE,,,,
1897,1897,1,Bad Quality,Don't Buy this product,Don t Buy this product,Don t buy product,0,17,3.5,"(3.4, 5.8]","(0.999, 4.0]",0,1,FALSE,,,,
1898,1898,1,D- mall,It is look like d- mall,It is look like d mall,look like d mall,0,16,3.25,"(1.0, 3.4]","(0.999, 4.0]",0,1,FALSE,,,,
1899,1899,5,Nice,Best product. Worth the price.,Best product Worth the price ,good product worth price,0.5,24,5.25,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1900,1900,1,WORST,WORST MATERIAL,WORST MATERIAL,WORST MATERIAL,-1,14,6.5,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
1901,1901,5,Great,I like it most,I like it most,like,0,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1902,1902,4,Carry,Nice for other,Nice for other,nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1903,1903,5,Good,Good very nice,Good very nice,good nice,0.65,9,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1904,1904,5,Very light weight and durable....,Just love olit,Just love olit,love olit,0.5,9,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1905,1905,5,Awasome,Nice bag but not much duarable,Nice bag but not much duarable,nice bag duarable,0.6,17,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1906,1906,4,Four Stars,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1907,1907,1,Not recommended,Hardly used for few days and stiches coming out already.. surprised to see such bad quality product by AT,Hardly used for few days and stiches coming out already surprised to see such bad quality product by AT,hardly day stiche come surprised bad quality product,-0.297222222,52,5.625,"(3.4, 5.8]","(5.5, 6.0]",0,0,TRUE,,,,
1908,1908,2,Two Stars,"To carry laptop, this bag is not suitable.",To carry laptop this bag is not suitable ,carry laptop bag suitable,0.55,25,5.5,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
1909,1909,4,Four Stars,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1910,1910,4,Nice one,I accept better from American tourister..But overall good product,I accept better from American tourister But overall good product,accept better american tourister overall good product,0.3,53,6.714285714,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1911,1911,1,Low quality,Low quality  bag damaged  within 2 months only,Low quality bag damaged within months only,low quality bag damage month,0,28,4.8,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
1912,1912,5,Five Stars,Nice,Nice,Nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1913,1913,4,"So So , not good not bad",The quality is not that good.,The quality is not that good ,quality good,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1914,1914,1,Worst product 👎,"Very worst quality product, material. Of bag is also cheap....",Very worst quality product material Of bag is also cheap ,bad quality product material bag cheap,-0.15,38,5.5,"(3.4, 5.8]","(5.0, 5.5]",0,0,TRUE,,,,
1915,1915,5,Best,Wow,Wow,wow,0.1,3,3,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
1916,1916,5,Superr,Waterproof,Waterproof,Waterproof,0,10,10,"(8.2, 10.6]","(6.0, 13.0]",1,1,TRUE,,,,
1917,1917,3,Ok,Just ok not very good,Just ok not very good,ok good,0.6,7,3,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
1918,1918,5,Good,Heavy weight but good,Heavy weight but good,heavy weight good,0.25,17,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1919,1919,4,Best at this price got it for 240 rupees,Great at 250  at sale,Great at at sale,great sale,0.8,10,4.5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1920,1920,5,stretchability,extraordinary👍👍👍👍,extraordinary👍👍👍👍,extraordinary 👍 👍 👍 👍,0.333333333,21,3.4,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
1921,1921,1,Quality,Quality issue,Quality issue,quality issue,0,13,6,"(5.8, 8.2]","(5.5, 6.0]",0,1,FALSE,,,,
1922,1922,5,School bag,Best for kids,Best for kids,best kid,1,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1923,1923,5,Gud,Liked,Liked,like,0,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1924,1924,5,Fine quality,"Well there is not much any (-ve) about this , all the things are well and fitted with requirement",Well there is not much any ve about this all the things are well and fitted with requirement,ve thing fit requirement,0.4,24,5.25,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1925,1925,5,Awesome,Fantastic,Fantastic,Fantastic,0.4,9,9,"(8.2, 10.6]","(6.0, 13.0]",1,1,TRUE,,,,
1926,1926,1,The bag torn and I want replace it could you please help,"After six months it got torn , how can I claim the warranty",After six months it got torn how can I claim the warranty,month get tear claim warranty,0,29,5,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
1927,1927,2,Quality is very poor.,Quality is very poor.,Quality is very poor ,quality poor,-0.4,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",0,0,TRUE,,,,
1928,1928,5,Nice product,It is super product in such a price. The color combination is excellent . It is very reasonable from market price. I am very satisfied.,It is super product in such a price The color combination is excellent It is very reasonable from market price I am very satisfied ,super product price color combination excellent reasonable market price satisfied,0.508333333,81,7.2,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1929,1929,5,Best in price,Durable.....,Durable ,durable,0,7,7,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1930,1930,5,Nice product,Nice,Nice,Nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1931,1931,5,I like it,This Bsckpack is the best backpack according to its price.,This Bsckpack is the best backpack according to its price ,bsckpack good backpack accord price,0.7,35,6.2,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1932,1932,5,Happy customer,Very nice product with warrenty card . 1 customer,Very nice product with warrenty card 1 customer,nice product warrenty card satisfied customer,0.55,45,6.666666667,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1933,1933,1,Expected more... Disappointed!,It is not worth... Cheap product from famous brand...,It is not worth Cheap product from famous brand ,worth cheap product famous brand,0.4,32,5.6,"(3.4, 5.8]","(5.5, 6.0]",0,1,FALSE,,,,
1934,1934,1,Wrost,Wrost,Wrost,Wrost,0,5,5,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
1935,1935,5,Super,Super,Super,super,0.333333333,5,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1936,1936,5,Good,It is very light and very good for traveling.It has a lot of space. They also provide a warranty card.,It is very light and very good for traveling It has a lot of space They also provide a warranty card ,light good travel lot space provide warranty card,0.55,49,5.25,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1937,1937,4,Good,Good quality but without Laptop Compartment..Original product.,Good quality but without Laptop Compartment Original product ,good quality Laptop Compartment original product,0.5375,48,7.166666667,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1938,1938,3,Not great quality,Is not worth the price. Feels like of very bad quality,Is not worth the price Feels like of very bad quality,worth price feel like bad quality,-0.2,33,4.666666667,"(3.4, 5.8]","(4.0, 5.0]",1,0,FALSE,,,,
1939,1939,2,Disappointed after paying a handsome amount,"As per the brand is name and price,the quality does not stand upto expectations.",As per the brand is name and price the quality does not stand upto expectations ,brand price quality stand upto expectation,0,42,6.166666667,"(5.8, 8.2]","(6.0, 13.0]",0,1,FALSE,,,,
1940,1940,5,Very good,Nice,Nice,Nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1941,1941,4,I love it,Yaah,Yaah,yaah,0,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1942,1942,2,Not good,Fist copy of American tourister,Fist copy of American tourister,fist copy american tourister,0,28,6.25,"(5.8, 8.2]","(6.0, 13.0]",0,1,FALSE,,,,
1943,1943,5,Super,Good looking bag and great comfort while wearing the bag,Good looking bag and great comfort while wearing the bag,good looking bag great comfort wear bag,0.75,39,4.714285714,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1944,1944,5,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1945,1945,4,Good to use,"Great backpack, use and use......",Great backpack use and use ,great backpack use use,0.8,22,4.75,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1946,1946,4,Nice,Good product,Good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1947,1947,4,Looking good,Good product,Good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1948,1948,5,Suitable for college students,Nice product,Nice product,nice product,0.6,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1949,1949,4,Nice product,Nice product,Nice product,nice product,0.6,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1950,1950,5,Nice,Nice,Nice,Nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1951,1951,2,Not good quality,Thin quality product,Thin quality product,thin quality product,-0.4,20,6,"(5.8, 8.2]","(5.5, 6.0]",0,0,TRUE,,,,
1952,1952,4,Outer material,This bag is nice but his rubber paint on front are not good bcoz on washing.  his paint are affected to water,This bag is nice but his rubber paint on front are not good bcoz on washing his paint are affected to water,bag nice rubber paint good bcoz wash paint affect water,0.65,55,4.6,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1953,1953,1,Don’t buy duplicate products,Wrost product,Wrost product,wrost product,0,13,6,"(5.8, 8.2]","(5.5, 6.0]",0,1,FALSE,,,,
1954,1954,5,Go and buy,Light weight. Good for travelling. Got this one fir Rs. 849. Value for money,Light weight Good for travelling Got this one fir Rs Value for money,light weight good travel Got fir r value money,0.55,46,4.222222222,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1955,1955,5,good,good,good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1956,1956,5,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1957,1957,5,Awsm product very very good superb quality,Like,Like,like,0,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1958,1958,1,Wrost bag ever I have bought,Do not buy this bag because when I bought it was little turned and quality of this bag is very bad,Do not buy this bag because when I bought it was little turned and quality of this bag is very bad,buy bag buy little turned quality bag bad,-0.44375,41,4.25,"(3.4, 5.8]","(4.0, 5.0]",0,0,TRUE,,,,
1959,1959,5,Quality assured,Love this product,Love this product,love product,0.5,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1960,1960,5,Good product,Best product must buy,Best product must buy,good product buy,0.7,16,4.666666667,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1961,1961,3,Quality issues,The side pockets are made of very delicate net material..already started to tear....so cannot use it..,The side pockets are made of very delicate net material already started to tear so cannot use it ,pocket delicate net material start tear use,-0.15,43,5.285714286,"(3.4, 5.8]","(5.0, 5.5]",1,0,FALSE,,,,
1962,1962,1,Duplicate bag nt original,Law quality bag n duplicate bag materials is not good,Law quality bag n duplicate bag materials is not good,Law quality bag n duplicate bag material good,0.7,45,4.75,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
1963,1963,5,Best,Best Price,Best Price,good price,0.7,10,4.5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1964,1964,5,Not bad,Ok,Ok,ok,0.5,2,2,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
1965,1965,5,Very very very good,Very very very good,Very very very good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1966,1966,5,Awesome,Light weight,Light weight,light weight,0.4,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1967,1967,5,Quantity product from American tourister,Nice quality product,Nice quality product,nice quality product,0.6,20,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
1968,1968,5,Best buy no doubt,"Worthy product ,comport and compit good one bag no doubt",Worthy product comport and compit good one bag no doubt,worthy product comport compit good bag doubt,0.516666667,44,5.428571429,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1969,1969,4,Good deal,Nice quality material nd good look,Nice quality material nd good look,nice quality material nd good look,0.65,34,4.833333333,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1970,1970,1,Not good,It is light weight not carrying more books for school students,It is light weight not carrying more books for school students,light weight carry book school student,0.4,38,5.5,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
1971,1971,3,Hame yah pordakt bahut achaa lga,Halka or majbut hai,Halka or majbut hai,Halka majbut hai,0,16,4.666666667,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
1972,1972,2,Poor quality,Poor quality...fake product delivered,Poor quality fake product delivered,poor quality fake product deliver,-0.45,33,5.8,"(3.4, 5.8]","(5.5, 6.0]",0,0,TRUE,,,,
1973,1973,4,Quality assurance of Material. To loose .,"Product dilivery on time , but product cloth quality is not as mentioned in feature .",Product dilivery on time but product cloth quality is not as mentioned in feature ,product dilivery time product cloth quality mention feature,0,59,6.5,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1974,1974,5,Nice quality,Very good quality..,Very good quality ,good quality,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1975,1975,5,Good product...,Good.. Nice,Good Nice,Good Nice,0.65,9,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1976,1976,3,Not good,within 2 months it was damaged,within months it was damaged,month damage,0,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1977,1977,5,Nyc,Nyc for school prupose,Nyc for school prupose,Nyc school prupose,0,18,5.333333333,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
1978,1978,1,Not worth,"Low quality, not worth for money,Suggested to buy killer brand bag for better durability.",Low quality not worth for money Suggested to buy killer brand bag for better durability ,low quality worth money suggest buy killer brand bag well durability,0.15,68,5.272727273,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
1979,1979,1,Not done quality wise  😒,Not done quality wise  😒,Not done quality wise 😒,quality wise 😒,0.7,14,4,"(3.4, 5.8]","(0.999, 4.0]",0,1,FALSE,,,,
1980,1980,5,American tourister,Really liked the bag,Really liked the bag,like bag,0,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1981,1981,1,Bad product,Hight rate but product is not good,Hight rate but product is not good,hight rate product good,0.7,23,5,"(3.4, 5.8]","(4.0, 5.0]",0,1,FALSE,,,,
1982,1982,1,So cheap quality very bad,So bad product of amerikan very cheap quality we cannot believe from amerikan to this types of quality,So bad product of amerikan very cheap quality we cannot believe from amerikan to this types of quality,bad product amerikan cheap quality believe amerikan type quality,-0.15,64,6.222222222,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
1983,1983,5,good one,"The material is nice and,also light weighted.",The material is nice and also light weighted ,material nice light weight,0.5,26,5.75,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
1984,1984,4,American tourist bag,Value for money please keep such proflducts for sell,Value for money please keep such proflducts for sell,value money proflduct sell,0,26,5.75,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
1985,1985,1,Don't buy,"It is not lasting even a week,",It is not lasting even a week ,last week,0,9,4,"(3.4, 5.8]","(0.999, 4.0]",0,1,FALSE,,,,
1986,1986,3,Not that good,Not that quality which was in picture,Not that quality which was in picture,quality picture,0,15,7,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1987,1987,2,Bag feedback,"Bag is good, Quality is 0 as per expectation and amount.",Bag is good Quality is 0 as per expectation and amount ,Bag good quality satisfied expectation,0.6,38,6.8,"(5.8, 8.2]","(6.0, 13.0]",0,1,FALSE,,,,
1988,1988,5,Five Stars,Quality is best but color is not same as display picture.,Quality is best but color is not same as display picture ,quality good color display picture,0.7,34,6,"(5.8, 8.2]","(5.5, 6.0]",1,1,TRUE,,,,
1989,1989,5,Good bag,This bag r so good and value of money,This bag r so good and value of money,bag r good value money,0.7,22,3.6,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1990,1990,5,Good,Gud,Gud,Gud,0,3,3,"(1.0, 3.4]","(0.999, 4.0]",1,1,TRUE,,,,
1991,1991,1,Poor quality product,Unsatisfactory quality. Product wearing out excessively. Poor quality and not original. Not expected of such a brand,Unsatisfactory quality Product wearing out excessively Poor quality and not original Not expected of such a brand,unsatisfactory quality Product wear excessively poor quality original expect brand,-0.0125,82,7.3,"(5.8, 8.2]","(6.0, 13.0]",0,0,TRUE,,,,
1992,1992,5,Yes,In lower side bag was farhted,In lower side bag was farhted,low bag farhte,0,14,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1993,1993,5,Five Stars,Very useful product and durability is good,Very useful product and durability is good,useful product durability good,0.5,30,6.75,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1994,1994,3,Nice,Nice,Nice,Nice,0.6,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1995,1995,5,Super,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1996,1996,4,Awesome,It is a good product for this price and also journey it is comfortable bag,It is a good product for this price and also journey it is comfortable bag,good product price journey comfortable bag,0.55,42,6.166666667,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
1997,1997,1,Poor!,Not worthy enough!,Not worthy enough ,worthy,0.333333333,6,6,"(5.8, 8.2]","(5.5, 6.0]",0,1,FALSE,,,,
1998,1998,5,Best,Best bag,Best bag,good bag,0.7,8,3.5,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
1999,1999,5,It's really the best product at the best price 💜,"It is is water resistant ,light weight",It is is water resistant light weight,water resistant light weight,0.4,28,6.25,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
2000,2000,3,Too small,Good..  But too small,Good But too small,good small,0.225,10,4.5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
2001,2001,1,Worst bag,For traveling only no laptop pack,For traveling only no laptop pack,travel laptop pack,0,18,5.333333333,"(3.4, 5.8]","(5.0, 5.5]",0,1,FALSE,,,,
2002,2002,4,Ok,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
2003,2003,3,nice,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
2004,2004,3,Second one,Bag was damaged from inside,Bag was damaged from inside,Bag damage inside,0,17,5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
2005,2005,3,Quality,Seems not original,Seems not original,original,0.375,8,8,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
2006,2006,5,Osam,Best ever till now,Best ever till now,best till,1,9,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
2007,2007,4,Value for money,Good enough for the price,Good enough for the price,good price,0.7,10,4.5,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
2008,2008,4,Perfect,I Love it.. Perfect,I Love it Perfect,love Perfect,0.75,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
2009,2009,5,Verified,Good bag pack loved ittIts light weight and good for travellingI loved itIts water resistance too,Good bag pack loved ittIts light weight and good for travellingI loved itIts water resistance too,good bag pack love ittits light weight good travellingI loved itIts water resistance,0.6,84,5.538461538,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
2010,2010,5,Good,Good,Good,good,0.7,4,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
2011,2011,5,It is a awesome bag,Nothing to dislike,Nothing to dislike,dislike,0,7,7,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
2012,2012,2,Ok,No,No,,0,0,,,,0,1,FALSE,,,,
2013,2013,5,Good,Good quality thank to Amazon 👍👍stasify with d product and also less cost,Good quality thank to Amazon 👍👍stasify with d product and also less cost,good quality thank Amazon 👍 👍 stasify d product cost,0.7,52,4.3,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
2014,2014,5,Good product,Nice product. Good quality genuine product from American tourister,Nice product Good quality genuine product from American tourister,nice product good quality genuine product american tourister,0.425,60,6.625,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
2015,2015,2,Get it in offer only,Ok,Ok,ok,0.5,2,2,"(1.0, 3.4]","(0.999, 4.0]",0,1,FALSE,,,,
2016,2016,5,Good product,Good product,Good product,good product,0.7,12,5.5,"(3.4, 5.8]","(5.0, 5.5]",1,1,TRUE,,,,
2017,2017,5,Super,What a great bag,What a great bag,great bag,0.8,9,4,"(3.4, 5.8]","(0.999, 4.0]",1,1,TRUE,,,,
2018,2018,5,I'm so happy,Awesome Brand American Tourister,Awesome Brand American Tourister,awesome brand American Tourister,0.5,32,7.25,"(5.8, 8.2]","(6.0, 13.0]",1,1,TRUE,,,,
2019,2019,5,Nice bag,I am getting pain on my shoulders when it is over loaded,I am getting pain on my shoulders when it is over loaded,get pain shoulder load,0,22,4.75,"(3.4, 5.8]","(4.0, 5.0]",1,1,TRUE,,,,
2020,2020,5,Review,It is really good looking.quality is great.too light weight to travel.thanks,It is really good looking quality is great too light weight to travel thanks,good looking quality great light weight travel thank,0.633333333,52,5.625,"(3.4, 5.8]","(5.5, 6.0]",1,1,TRUE,,,,
