,Rating,Review title,Review
1502,5,Too large,It is toó large for office use
1503,5,Awesome product,Good product value for money
1504,5,Perfect,Best bag
1505,4,Nice 👍 Deal,This Bag Stuff Is Not Good But Bag Is Good Not bad
1506,4,Good product,All over it is good  but  the colour  of the bag is little light . must buy
1507,4,Excellent bag,"It's super back pouch in a best price lite weight, water proof, nice design"
1508,1,Worst product ever  seen. Got damaged in one month.don't buy it,The material used are of worst quality
1509,5,Beauty,Awesome productThank u so much..
1510,4,Great,Great Product
1511,1,Not upto that Mark,"Worst Product, I don't like it, Please give my money back..."
1512,2,Price is high and quality low,Not good quality as price
1513,2,Two Stars,Threads are coming out within one month. Overall not at all satisfactory. A totally defective product given by Amazon.
1514,1,Its a fake product,"The product was fake, when it rained, everything inside got screwed.."
1515,5,Comfortable and easy to use,Excellent product
1516,2,disappointed,Poor quality bag. Within a weeks the strap got torn.
1517,3,Ok ok product,Ok ok product
1518,3,Bag,Thread stretch is not good in solder side
1519,5,Very nice and branded.....,The best product.......
1520,5,Good Qulity,Good item
1521,5,Bag,Nice quality and superb back
1522,5,Good,Good product
1523,5,Love It,What can I say? This is best for me. I use it as my schoolbag. Also I use it for travelling purposes.
1524,1,Very low quality. Cheap quality not like long life bag,Very low quality bag
1525,4,Value for money,Worth buying. Good quality
1526,4,Itz good product... you can buy .... 😊😊,Nice product... its good ..
1527,1,Disappointed,Quality is not worth
1528,4,Nice bag,Good
1529,5,Good item,Good item
1530,1,The cloth is bad and it's not water proof at all neither light weight... I want refund,The packaging was worst... Just wrapped in some plastic
1531,5,👌,Like
1532,2,Good,Good product
1533,4,Ok,Good product
1534,5,Five Stars,perfect product.
1535,1,Bad quality,"The quality of the bag was pathetic, some of the design portion were starting to wear off. Returned it immediately."
1536,5,good,good
1537,4,Amazing American Tourister,The product i.e American Tourister Backpack purchased through amazon looks very good quality at a competitive price and it deserves the best.
1538,2,"Only brand, not best quality",Quality is very low
1539,5,Good,Good
1540,5,good,good
1541,1,Worst product,Worst product.  Never buy this item
1542,5,nice material,nice material and very good quality bag is very specious
1543,3,Not bad,For college purpose
1544,3,Not much efficient,No laptop pouch.. quality is not so good
1545,5,Excellent product,Easy to handle good quality product
1546,1,Ok,Material quality not as good
1547,5,Excellent,Awesome bag.... I suggest for buying this product.😍
1548,4,Value for money,"Very good product, absolutely worth buying, genuine productIn one line , i am fully satisfied with the product"
1549,1,Low quality,Quality is not so good
1550,5,Five starts,Very nice product of AT.I am using from 3 months .I felt that it is water resistant and it is good for STD 10 students.
1551,1,Not a good bag,This product manufacturers not good
1552,1,Bakwaas bag faltu,Low Quality bag bakwas wasteg money
1553,5,Good,Quality is good but not water proof
1554,5,Worth for money.,Really awesome bag pack.
1555,3,Ok,Overall is good product
1556,5,Excellent,College use
1557,2,Bad finishing,Colour like
1558,5,Hats off to The BRAND!!,Reliable product.. Good price range....Not waterproof but water resistant....
1559,4,Not bad,Quality just better
1560,5,Good product🔥,Money value producr
1561,1,Quality of products,Not good quality withing a month bag almost damaged 😏
1562,5,Best product and genuine seller,It is for my kid for school
1563,1,Not interested,Not interested in
1564,3,Poor quality,I like the bag but I felt not good as the price range
1565,5,Superb,Excellent product...Best for travelling....And can use as school bags
1566,1,Bad....,Not Good....
1567,3,Average,It's duplicate copy not original american  tourister beg
1568,2,Lowest,Not satisfied
1569,4,Good,"Using since one year, still in good condition"
1570,5,Five Stars,American toursiter never fails to impress with its qualify....
1571,1,Bad product,Damage in single use
1572,1,waste of money,product is not same as shown in pic the quality is worst & not worth for money
1573,5,Good product,The cloth quality is very low
1574,1,Waste of money,Not good in quality waste of money
1575,5,You can go for this.,It's good but a little bit costly.
1576,1,not a good quality,not at all a good quality.
1577,5,Super,Good product
1578,1,Color,Product is not same ; COLOR CHANGE
1579,4,Bag print quality,Print quality need to be improve..
1580,5,Great,Superrrbbbb
1581,5,Good product,Good product
1582,5,Lovely,Lovely
1583,4,Krishhu,Superb and good for traveling
1584,1,Don't do mistake,Dont byy it worst product ever i buyIts quality is not good it is like a rough cloth bag
1585,4,Good product,Good one
1586,1,Do not buy this product,Cheap material usedTotally different from as showed in picture
1587,5,Better,Very good
1588,5,Awesome cabinate space and great for overnight travelling,Very nice bag with great price. My friend loved it
1589,5,Good one good quality,Very nice one  .. no damage I like it very well
1590,5,Very good quality,Very good
1591,1,Bad quality of product,Look n all is good but quality is not too good as compared to cost.
1592,5,Five Stars,good quality product.
1593,1,Money wasted,Quality is worst ever.money waste
1594,5,It is best product by this company and it also provides 1yr warranty,Not fully water resistant
1595,1,Don't buy it id dublicate,Don't buy it is dublicate
1596,5,Good,Good
1597,5,Good product,Good
1598,1,Bad quality,"Bad quality of bag , got torn in a month use by my son who is in grade 10th"
1599,5,Worth the money,It is a great bag
1600,2,Quality not good,Quality very poor
1601,1,Not worth to buy,Within one year its got damaged...quality of bag is very poor.
1602,4,Perfect Backpack!!,Amazingly Light...good qualityfab look..SpaciousSatisfied.
1603,5,Super product original product,Really awesome
1604,1,Not recomendable,Its like school bag very light
1605,3,Its not spacious,It is not having too much space .
1606,5,good product!!!,nice productworth for money
1607,4,Nice but ...thin cloth.,I like for look and brand
1608,3,1momth feedback,It's dimensions were good for carrying goods and cloths.. But it's build quality is very poor
1609,5,Good,Good
1610,3,Not bad,Not a bad
1611,1,Poor quality,Product quality is not upto the mark according the name of American tourister. After using one month it look like it is 2 or 3  year old bag.
1612,4,It's good,I use this bag while traveling. It is good spacious... It weigh less...
1613,5,Good product,Value of Money got for 920/-
1614,1,Poor product quality.. don't buy,Poor quality..very thin...seems to like not durable..don't buy this product..recieved without any packaging..sharing the pics
1615,2,Not value for the price,Expensive
1616,4,Perfect school bag,Perfect school bag
1617,4,Good,Good
1618,5,Overall Great.,"Good bag. Worth the money. Spacious and durable, while being easily accessible."
1619,4,Good,Good quality
1620,5,Happy,Gud luking bag... Material is little bit thin... Still its a nice bag at this price range
1621,5,Genuine&best,Best quality material is used& very much spacious
1622,1,Bad quality product,"Within 3 months, stiching torn apart...no clue to claim warranty.."
1623,5,Quality Looks Great,Nice Bag. Looks Great 👍.
1624,4,Super bag,Cofartable for coaching students
1625,1,Product was under warranty,Within 15 days of use zip is not working it had warranty of 1 year what should I do now
1626,5,Super,Quality is AWS
1627,5,It's good,Space not enough
1628,4,Bag needs more changes,I like this productLoved itSuperb.
1629,1,not suitable for school bag,not suitable for school bag uses
1630,3,Rada bag,Its good fo everywhere...... 😘
1631,2,Don't buy it's not up to mark,Bag is made up of worst material
1632,5,Good,Quality may be improved.
1633,5,Lightweight and good to use,It's good for travelling
1634,5,Good purchase .,Very spacious and on time delivery..
1635,3,Bad quality. Don't worth 1000,Bad quality . Don't worth 1000. Very weak stitching .Just tore of in 1 month of use.
1636,4,Good,Nice
1637,3,Super 👍,God productButAmount is more
1638,4,Good,Good
1639,5,Good,Light weight
1640,5,Very happy so much,Thanks for Amazon I am very happy to receive this item
1641,5,Excellent,It's good not only for school use but also for travel
1642,5,Five Stars,NICE BAG
1643,5,American,AWESOME ITEM
1644,1,Poor quality beg,This is not original American tourister beg .Hope full not match my requirement performance.
1645,2,Bag is look like old model and not so brighter,Bag look like old model...Not so brighter..But all other things goodPartially satisfied by this product..
1646,5,good one,recommended by me..... you can buy without any hesitation
1647,5,Nice bag,Nice bag and large capacity bag
1648,2,Low Quality,Material is not to good
1649,5,Good,No
1650,1,Back support needed,Back support is not given it can not stand straight it’s get crumbled
1651,5,Worth the price. Looks Good and salacious,Great bag. Looks good. Plenty of space. Money well spent
1652,2,Quality not up to the mark,Quality not up to the mark
1653,1,No space  for laptop,Middle  part of bag is not good
1654,1,Not good quality,I dislike this type of products
1655,5,Good product,Quality is good ! Must buy 💯🥳
1656,5,Great product,Good and great design products.
1657,5,Nice Loved it,Very nice bag i lovet it... same as in the pic...
1658,5,Ok product,Ok ok productAs it got tear out from bottom side
1659,5,Nice product,I like itNice product
1660,5,Perfect for short distance travel!,Very comfortable.Everything is perfect.
1661,2,Not as expected,"No water resistance,and quality was not satisfactory"
1662,5,Nice product,Nice product....light weight and comfortable
1663,4,superb,its superb
1664,3,Design is not that much good,Quality is goodBut design point of view 1⭐
1665,1,Not goood,Poor quality cheated product
1666,3,Good but could be improved,I liked its waterproof quality but after 1wash the printing and colour gets dull and its an average type of bag for travelling
1667,1,Very Bad Quality,"Product Picture looks like Original and Very Quality Item, But Delivered Product.It's too Bad . never expected."
1668,5,Good product,Awesome one.
1669,5,Value for money,Nice product
1670,2,Not sure,Not original it's jalander made
1671,4,Good product,Value of money
1672,5,Good,Good
1673,5,good product,very good qquality....light weight and also comfortable.....
1674,5,Good quality,Very good quality
1675,5,Awesome,Very light weight bag.Highly recommended.
1676,4,Ok,Small size
1677,3,Ok,Light weight
1678,1,Low quality,Not satisfy low quality
1679,5,Value for money,Good product at this price range with 1 year worldwide warranty.
1680,4,Value for money,"Good, value for money"
1681,5,Good Product,"Really good quality, can handle loads of weight. Waterproof too"
1682,1,Disappointed,Not a good product. Just within two weeks of purchase the bag tore off.Such poor quality.I would not recommend to purchase this bag .
1683,5,Good product,Good product
1684,1,Very poor quality. Never buy.,The bag tore within 20 days of use.
1685,1,Worst,Worst qaulity
1686,5,Good one,Exllent for travelling
1687,5,Nice product,Nice one. Looks same as in picture
1688,3,K,Quality is not gud
1689,4,Very much comfortable,East to carry luggage
1690,5,Good,Water resistant still i didnt try
1691,4,Good product,Good product value for money.
1692,5,Attractive,Best for School and College Students and Traveler also
1693,5,Best,Bhed khubsurt
1694,2,not genuine product,not good
1695,3,"Dispointted becz there is separate location for laptop,",For laptops their is no place
1696,5,It's satisfied my needs,Water penetrate in heavy rain
1697,4,Thank you for saving more 💰,Great dealIt's nice bag
1698,4,Value for money,Good looks....light weight..value for money...got for 804rs in sale
1699,4,Very amazing,The fabric is not that expected but overall the bag is fine and amazing. I have bought this bag for only Rs.685
1700,4,Multi purpose bag for school and travelling.,"Bag is big enough, spacious and can be used for school, college and teavelling too.  I liked the quality of bag. Delivery and packing was up-to the mark."
1701,5,Good quality,Very good product as I expected . Thanks
1702,5,Prices,Good product in 750 price but i am get this order 350 caseback
1703,5,Worth for money,Very nice product Good quality
1704,1,I am not satisfied with it there is money waste product,I am not satisfied with it there is money waste product
1705,5,It's nice,"Light weight,  good colour"
1706,1,Really bad product quality disappointed,Really disappointing to me this product.. So bad quality and stuff so bad
1707,1,Worst,Bad .... Walking on rain ... Get wet inside and out
1708,5,Recommend,Nice and value for money
1709,5,Made in China lable,Nice product
1710,4,Bag is ok to all..,Nice product but iam not making myself clear that why the products are more beautiful in photos than real..
1711,3,Good,Good
1712,3,Quality,Quality of product is not matching with American Tourister
1713,3,Looks like 2nd quality,Not for rug and tuf use
1714,5,Very good,This is good item for money
1715,5,Comfortable,"Comfortable, great purchase, value for money highly recommended for college going people"
1716,1,Very bed product,"Worng and very low quality. Not genuine product, very bad quality"
1717,1,America tourists school bag,Very worst quality of the bag. Totally wasted my money going with the brand. Without using for one month only bag stiches have gone
1718,4,Best product,Best product
1719,5,Regarding products,Good product in this rates. But I think it will not having water resistant feature.
1720,5,Nice product,Water resistance: niceFor traveling : my rateing 4.5/5Light weight : nice
1721,4,Overall best product for .e,Overall best product for me.
1722,1,Quality is very bad.,Quality is very bad.
1723,4,Nice,"Looking good as I expected ,no damage  ... I m not used yet.... I got it for 800"
1724,5,Amazing,Amazing product by Americans tourister
1725,2,Bottle Pocket tears,The net design bottle holder tore after less than 1 month of use
1726,2,Not satisfied,Poor quality
1727,1,Poor quality,Poor quality
1728,5,Perfect,Good product
1729,1,Don't buy it..,Very third class bag don't buy it don't waste your money it needs replacing or repairing in just 2 months
1730,5,Multi utility bag,Useful for every season
1731,5,I refer everyone to buy it,This is good quality bag under budget . Color is very good .
1732,5,Good product,Very good product
1733,5,Good quality,The bag is good overall.
1734,3,CHEAP QUALITY.,The material feels really cheap. Returned it.
1735,5,Nice product,Nice product at lowest price
1736,3,Good,Good
1737,5,Nice,Nice
1738,5,Good quality,Nice bag with very good quality.
1739,5,Nice product I am feel very happy,Nice product
1740,5,Nice product,Nice product
1741,4,Go for it,Good product
1742,2,Product is not as fine as shown in images,Product is not as fine as shown in images ..... As far as space is concerned ... There is enough space in d bag .. it can carry a lot of things
1743,5,Value for money,It's an excellent product in this price range. A bag with large capacity for ur storage and a perfect bag for a student.
1744,5,Best quality and so lite.,Best quality
1745,5,Nice,Value for money
1746,1,Looks cheap,Doesn't look original
1747,5,wonderful product,"best for all things and also for laptop caring,but problem in rain and also sum type of water problem"
1748,5,Loving this product... Good as expected,Good
1749,5,Very much satisfied,Excellent
1750,5,You can buy it,"Water resistant not check ,but quality is good"
1751,3,Product is good but soon it damaged and teared from inside,This product is good but after 3 months from my order it started damaging...abd teared from inside....rest its amazing...
1752,5,Good product,Overall nice product
1753,2,Torn within 1 month of use,Not durable
1754,5,Osm,Excellent quality product
1755,3,Very good.,The product is good but here is no warranty card in this bag.so I want to return it.
1756,1,Worst product,Got different bag and very chip quality
1757,3,Nice one,Good product
1758,2,Low quality product,Damaged only after using few months. Very low quality. Looks like not original product.
1759,1,Product not upto the mark and was not expected from brand like AT,With the brand like American Tourister this was not expected at all
1760,5,Easy to carry lots of space,Easy to carry lots of space
1761,4,Durable,"Nice product , rough n toughm"
1762,1,Not so good,Quality is not good
1763,5,Good,Good
1764,5,Good Bag,Good quality and perfect bag for office work.
1765,5,Very good,Very good
1766,1,Stich is low quality,Poor quality
1767,5,Good product,Bag quality is good
1768,5,Good quality 👌👌👌,Good quality 👌👌👌
1769,1,POOR QUALITY,QUALITY IS NOT GOOD
1770,5,Value for money,"Very light weight ,spaceous and comfortable"
1771,3,Product review,OK ok product
1772,2,Waste,Low Quality
1773,5,Good,Very good product
1774,5,Good one,Inner quality a bit thin than usual but overall it's good according to price
1775,4,Useful product,It is good for lighter uses . But not so comfortable for heavy uses.
1776,1,Wast of cost,Very poor quality this not original brand this is local brand wast of money
1777,5,Good for the price,It's good for its price. The material is not so good but still it's good.
1778,1,Worst product I ever ordered in amazon,This product doesn’t seem like a branded one...all the threading is very cheap. It is better to buy from local shops. I am returning this product
1779,5,Quality bag,Product is excellent for this price
1780,1,Average,I just used it for 5months. Well it got tore at the bottom. So i used the warranty and bought another one.
1781,5,Good,Product was good...Delivered in time...
1782,4,Good,Good
1783,5,Good,Good product
1784,1,Not PREPREBLE,This product did not satisfied me......
1785,5,Good,Huge discount and good product
1786,4,Four Stars,Top class in this range value for money
1787,1,Colour doesn't match correctly,Colour not match which  Shown in pictures
1788,1,Don't buy,"Product quality is not good ..........don't think to buy,,,,,,,.......(Buy it from the market )"
1789,5,Best quality,Best quality materials use
1790,1,Worst experience  ...I recommend  not to buy the product,Worst ...worst....
1791,5,Great quality,Great quality but not as good as thaught. Can buy similar product at half the price from local markets.
1792,1,Not original brand it's D type,Not good quality..it's not original
1793,5,American tourister bag,amazing bag.. as expected.. same as seen in picture...nd better price
1794,5,Durability,Very nice bag with great durability.
1795,5,V good,Good ddddddd
1796,5,Very good bag,Very good bag
1797,5,comment,nce bag with light  weight
1798,1,Very poor quality material used,Very poor quality material
1799,4,So good bag,"Light weight bag, good bag"
1800,5,👍,👍
1801,5,Good quality,👍
1802,5,Most comfortable,It's good looking and nice
1803,4,Super,Best quality
1804,4,Not bad,It is not water resistant..but it should be.
1805,1,It's not the real brand. Only it is printed American tourister.,Average 🙄
1806,2,It's not that good as expected,Print was light nd capacity is very less
1807,3,Quality,Average quality
1808,2,it's okay product,Quality is not in my expected level.
1809,5,Nice,Nice
1810,1,"Bad product , don't buy",Not up to expectation very poor product
1811,5,value for money,As shown in picture
1812,5,Good bag,Good bag
1813,4,Light weight,In this amount product was very nice and suitable for traveling
1814,3,Good product but not suitable for college or laptop.,Product is good but it get torn without using. Hope it will be repaired.
1815,5,Really cheap,Very good quality and cheap price so I think you can buy it
1816,5,good,good
1817,4,Good quality product from American tourester,Good quality light weight
1818,2,Bad quality,Quality is not maintained
1819,4,Thanks for american tourister,Super to use handy to use
1820,3,Not bad,Like but not good
1821,5,Good,Good product
1822,5,It it awesome bag..There is many pockets,I like it
1823,5,Nice bagpack light weight,Excellent
1824,5,Good one,Bag is nice but have to check whether its durable or not
1825,4,Four Stars,Good product
1826,5,Quality product,"Light weight, attractive appearance, low price, brand - overall a bag if you are looking in budget"
1827,5,Nice,Nice product
1828,4,Good but not best,Like the colour and upto some extent durable..but very bad option for rainy days bcz it us not waterproof
1829,5,Very good I really like it,Very good quality
1830,5,R,It's really Good
1831,5,Good,Very good packing and bag
1832,5,Gud Product,Like
1833,5,Nice bag,Nice bag
1834,2,Ok,Just ok
1835,5,Good,Good
1836,5,American tourister..,"Very very good,I will like to say that the pattern of the bag is very well than before."
1837,4,Good,Good
1838,4,Verry Nice,Verry Good Traveling bag
1839,5,Its cool i like it but stich il loosing a littilee bit,ITS A GOOD BAG I LIKE IT
1840,1,Not good for field work only good for small student's like lkg ukg,Poor quality bag
1841,5,Good lookingbag,Good looking bag
1842,4,Good,Good Quality....
1843,1,Poor Quality,Don't buy it... Not worth... It's not even waterproof as mentioned in description. Money got wasted.
1844,2,Good,Product is good but worth is high
1845,4,Available in other best price.,Bag is good and nice looking but available in other best price for. Other seller.
1846,3,Good but not best,Style wise good.. But poor material used.
1847,3,Ok,"Am dislike the product,,,the solder belt stitch is damaged after two days from received"
1848,1,Ok,It's good
1849,4,Super,Nice bag
1850,5,Very good,All Good
1851,1,Don't waste your money,Don't buy its not original
1852,4,Good for travel & office purposes,The product very good.I am using it for my office & travel purposes its really helpful.
1853,4,nice,nice
1854,5,Best,Best product
1855,2,Bad,"Quality and look of the bag is bad, looks like very low quality ."
1856,1,.,It's not an original product.
1857,5,Fast and fine,Fine and quick deliverd
1858,4,Feel happy,Happy abt the producr
1859,4,Good product,Value for money
1860,2,Not good,I'm not happy with this productIt is so bad as I expect ... with in one month the stitches are loosen ...
1861,4,Good except for chains,It's chain is really bad.It got wretched.
1862,3,Ok,No as much good as given in photo
1863,1,The material quality is very bad,Material quality is bad
1864,4,Damaged bag very poor,Damaged and used bag sendby you  returned it.my child is too upset  and not feeling good pl.take necessary action
1865,5,Awesome,Awesome
1866,1,Dont buy,It is so bad my bag is teared in 5 months i get very problems for it i have a problem in exchange this bag also
1867,5,Nice,Nothing
1868,1,Very bad,बहुत की घटिया क्वालटी
1869,1,"No Waterproof,,n no laptop sleeve",No laptop seeve
1870,5,Excellent,Nam hi kafi hai
1871,5,Durable,"Flexible and easy to handle,"
1872,1,Very low quality product not useable,Very low quality product not useful
1873,5,More than expected,Excellent quality product
1874,4,Good👌,It is a very nice bag..lot of space is there and is good for travelling bt only negativity is that it is not water proof
1875,2,Ok but not original product,Ok but not original product..No waterproof..
1876,5,Happy,Great product by Amazon...
1877,4,Awesome,I like the productColour and material
1878,5,American tourister,Nice bagTrully satisfiedWorth itGo for buying it
1879,1,Worst Product,This is worst Product of American tourister... Its been just 4 to5 months the Bag Got damaged badly... M totally disappointed..
1880,3,Gud product,Gud product
1881,4,Good product,Good
1882,2,Good,It doesn't having waterproof it is good for traveling  and light weight
1883,5,Good product,Value for money
1884,4,Spacious,Spacious and good quality
1885,1,Poor quality just thin canvas,Just the thin canvas very poor quality it isn't look like original Americans tourister
1886,2,Simply try another product!,Low quality!! Just waste of money!
1887,1,Worst product,Worst productJust used 10! timesIt's teared from different sides
1888,1,So bad 👎 quality product if you don't buy this bag,I will so disappear...
1889,5,Highly recommend 👍👍👍,Highly recommend👍👍👍
1890,1,Bad,Very bad and expensive
1891,5,5star,"Awsm... Product,best bag in this price with fully satisfied Its Quality."
1892,5,Nice,Awesome
1893,3,Good👍,Accept
1894,2,Not good product.,Quality like local bags...Waste for 💰...
1895,1,Waste,I think this is not an Original Brand. Waste for money.
1896,1,घटिया,जैसा बताया वैसा है नही
1897,1,Bad Quality,Don't Buy this product
1898,1,D- mall,It's look like d- mall
1899,5,Nice,Best product. Worth the price.
1900,1,WORST,WORST MATERIAL
1901,5,Great,I like it most
1902,4,Carry,Nice for other
1903,5,Good,Good very nice
1904,5,Very light weight and durable....,Just love olit
1905,5,Awasome,Nice bag but not much duarable
1906,4,Four Stars,Good
1907,1,Not recommended,Hardly used for few days and stiches coming out already.. surprised to see such bad quality product by AT
1908,2,Two Stars,"To carry laptop, this bag is not suitable."
1909,4,Four Stars,Good
1910,4,Nice one,I accept better from American tourister..But overall good product
1911,1,Low quality,Low quality  bag damaged  within 2 months only
1912,5,Five Stars,Nice
1913,4,"So So , not good not bad",The quality is not that good.
1914,1,Worst product 👎,"Very worst quality product, material. Of bag is also cheap...."
1915,5,Best,Wow
1916,5,Superr,Waterproof
1917,3,Ok,Just ok not very good
1918,5,Good,Heavy weight but good
1919,4,Best at this price got it for 240 rupees,Great at 250  at sale
1920,5,stretchability,extraordinary👍👍👍👍
1921,1,Quality,Quality issue
1922,5,School bag,Best for kids
1923,5,Gud,Liked
1924,5,Fine quality,"Well there is not much any (-ve) about this , all the things are well and fitted with requirement"
1925,5,Awesome,Fantastic
1926,1,The bag torn and I want replace it could you please help,"After six months it got torn , how can I claim the warranty"
1927,2,Quality is very poor.,Quality is very poor.
1928,5,Nice product,It is super product in such a price. The color combination is excellent . It is very reasonable from market price. I am very satisfied.
1929,5,Best in price,Durable.....
1930,5,Nice product,Nice
1931,5,I like it,This Bsckpack is the best backpack according to its price.
1932,5,Happy customer,Very nice product with warrenty card . Satisfied customer
1933,1,Expected more... Disappointed!,It's not worth... Cheap product from famous brand...
1934,1,Wrost,Wrost
1935,5,Super,Super
1936,5,Good,It is very light and very good for traveling.It has a lot of space. They also provide a warranty card.
1937,4,Good,Good quality but without Laptop Compartment..Original product.
1938,3,Not great quality,Is not worth the price. Feels like of very bad quality
1939,2,Disappointed after paying a handsome amount,"As per the brand's name and price,the quality doesn't stand upto expectations."
1940,5,Very good,Nice
1941,4,I love it,Yaah
1942,2,Not good,Fist copy of American tourister
1943,5,Super,Good looking bag and great comfort while wearing the bag
1944,5,Good,Good
1945,4,Good to use,"Great backpack, use and use......"
1946,4,Nice,Good product
1947,4,Looking good,Good product
1948,5,Suitable for college students,Nice product
1949,4,Nice product,Nice product
1950,5,Nice,Nice
1951,2,Not good quality,Thin quality product
1952,4,Outer material,This bag is nice but his rubber paint on front are not good bcoz on washing.  his paint are affected to water
1953,1,Don’t buy duplicate products,Wrost product
1954,5,Go and buy,Light weight. Good for travelling. Got this one fir Rs. 849. Value for money
1955,5,good,good
1956,5,Good,Good
1957,5,Awsm product very very good superb quality,Like
1958,1,Wrost bag ever I have bought,Do not buy this bag because when I bought it was little turned and quality of this bag is very bad
1959,5,Quality assured,Love this product
1960,5,Good product,Best product must buy
1961,3,Quality issues,The side pockets are made of very delicate net material..already started to tear....so cannot use it..
1962,1,Duplicate bag nt original,Law quality bag n duplicate bag materials is not good
1963,5,Best,Best Price
1964,5,Not bad,Ok
1965,5,Very very very good,Very very very good
1966,5,Awesome,Light weight
1967,5,Quantity product from American tourister,Nice quality product
1968,5,Best buy no doubt,"Worthy product ,comport and compit good one bag no doubt"
1969,4,Good deal,Nice quality material nd good look
1970,1,Not good,It is light weight not carrying more books for school students
1971,3,Hame yah pordakt bahut achaa lga,Halka or majbut hai
1972,2,Poor quality,Poor quality...fake product delivered
1973,4,Quality assurance of Material. To loose .,"Product dilivery on time , but product cloth quality is not as mentioned in feature ."
1974,5,Nice quality,Very good quality..
1975,5,Good product...,Good.. Nice
1976,3,Not good,within 2 months it was damaged
1977,5,Nyc,Nyc for school prupose
1978,1,Not worth,"Low quality, not worth for money,Suggested to buy killer brand bag for better durability."
1979,1,Not done quality wise  😒,Not done quality wise  😒
1980,5,American tourister,Really liked the bag
1981,1,Bad product,Hight rate but product is not good
1982,1,So cheap quality very bad,So bad product of amerikan very cheap quality we can't believe from amerikan to this types of quality
1983,5,good one,"The material is nice and,also light weighted."
1984,4,American tourist bag,Value for money please keep such proflducts for sell
1985,1,Don't buy,"It is not lasting even a week,"
1986,3,Not that good,Not that quality which was in picture
1987,2,Bag feedback,"Bag is good, Quality is not satisfied as per expectation and amount."
1988,5,Five Stars,Quality is best but color is not same as display picture.
1989,5,Good bag,This bag r so good and value of money
1990,5,Good,Gud
1991,1,Poor quality product,Unsatisfactory quality. Product wearing out excessively. Poor quality and not original. Not expected of such a brand
1992,5,Yes,In lower side bag was farhted
1993,5,Five Stars,Very useful product and durability is good
1994,3,Nice,Nice
1995,5,Super,Good
1996,4,Awesome,It's a good product for this price and also journey it's comfortable bag
1997,1,Poor!,Not worthy enough!
1998,5,Best,Best bag
1999,5,It's really the best product at the best price 💜,"It's is water resistant ,light weight"
2000,3,Too small,Good..  But too small
2001,1,Worst bag,For traveling only no laptop pack
2002,4,Ok,Good
2003,3,nice,Good
2004,3,Second one,Bag was damaged from inside
2005,3,Quality,Seems not original
2006,5,Osam,Best ever till now
2007,4,Value for money,Good enough for the price
2008,4,Perfect,I Love it.. Perfect
2009,5,Verified,Good bag pack loved ittIts light weight and good for travellingI loved itIts water resistance too
2010,5,Good,Good
2011,5,It is a awesome bag,Nothing to dislike
2012,2,Ok,No
2013,5,Good,Good quality thank to Amazon 👍👍stasify with d product and also less cost
2014,5,Good product,Nice product. Good quality genuine product from American tourister
2015,2,Get it in offer only,Ok
2016,5,Good product,Good product
2017,5,Super,What a great bag
2018,5,I'm so happy,Awesome Brand American Tourister
2019,5,Nice bag,I am getting pain on my shoulders when it is over loaded
2020,5,Review,It's really good looking.quality is great.too light weight to travel.thanks
2021,4,Product is good but wanted laptop bag,Product is good but wanted laptop bag
2022,5,Super,Superb perches
2023,5,worthy,nice product with super quality
2024,5,Superb product ....I wud recommend it to buy...,Good one ..
2025,2,2 star only,Not suitable for regular use
2026,5,"High quality , Better refinement of American Tourister","Liked this product , Used for College"
2027,4,Can go for this bag,Good product 👍
2028,4,light weight,Laptop and for Office
2029,4,Bag,Good one
2030,5,Nice...good product,Cute and good
2031,4,Good,Good
2032,5,Very Good,Very Good
2033,5,Best,Traveling
2034,5,super,good quality
2035,5,It is good and light weight,As shown as it is
2036,1,I wish to return this bag,I liked this product but at present it is in a very bad condition.The quality is very poor.I advise the other customers not to buy
2037,5,Nice piece,"Best product in best price! Nice fabric and light weight on very cheap price, fully satisfied."
2038,1,Poor Quality,Zips are bad. Not waterproof.
2039,1,Front side removed sticker,Frist wash front sticker remove all bag damaged.
2040,4,I loved it,I loved it
2041,5,Nice one....,Good quality product from American Tourister...
2042,3,The front material used for designing is coming out living it all the thing is good,Good but not best
2043,5,Super,Very nice quality
2044,5,Very good capability and water resistance,Very good product
2045,5,Excellent,Excellent
2046,5,Super,Excellent
2047,4,Bag good,Very goof
2048,5,Five Stars,Good product under 1000
2049,1,Not good,All colour have bin dimmed
2050,5,Five Stars,Very nice bag. Good looking
2051,5,Good,Good
2052,4,Worthy of the amount,Good bag we can put large amount of clothes and good in travelling long trips
2053,5,Amazed,"Very good product,value for money,amazed with the product.American torister the best company"
2054,1,Quality not Adequate,"The quality of material is not good, it feels like some cheap printing"
2055,2,বেয়া নহয় কিন্তু ওজনটো কম ।,বেয়া নহয় কিন্তু অলপ ওজনটো কম ।
2056,4,Cool.,It is really nice one to have .
2057,5,It is so good product,Awesome product Quantity
2058,5,Superb,Very nice bag
2059,5,Go for it,Just.... Perfect as Described...- All Zips are smooth- Light Weight- Colour also.. good
2060,1,Fake brand,Fake brand. Not a original. Worst experience.worst bag i have everseen
2061,4,Great Deal,The name is enough
2062,5,Best touring bag,Very comfortable
2063,1,Its school bag,Refund very slow
2064,5,Hij,Best now
2065,5,Nothing,Nice bag
2066,5,Pocket broken,Umbrella pocket broken . Busting strength should not be ok
2067,4,Great product,Good one
2068,4,Must buy,It's a good product .same as in pic
